actionlog.1	{0} reason: {1}
serverfarm.14	{0} {1} キャラクターの {2} 耕作地が見つかりません。
serverfarm.15	{0} 収穫物アイテム生成に失敗しました。 classId: {1}, itemCount : {2}, Owner : {3}
serverfarm.16	収穫
serverfarm.17	種蒔き
serverfarmingmgr.1	この度はタルティーン農場をご利用いただき誠にありがとうございます。\n\n今回の結果は以下の通りです。\n{1} : {2}個 (成長度 : {3}%)\n\n作物の流通期限は {9} までです。\n\n新鮮度が落ちた作物は買い取りできませんので\n必ず流通期限内にお売り頂きますようお願い致します。
serverfarmingmgr.2	この度はタルティーン農場をご利用いただき誠にありがとうございます。\n\nお貸しした畑は私どもが整理・回収いたしました。\n\n取り入れた完全な農作物の個数は {1}個です。\n収穫した農作物は流通期限があるため、私どもがすぐに買い取りました。\n(基準価格 : {2})\n\n直接収穫される場合、はるかに多くの利益が得られます。\n今後もタルティーン農場をご利用ください。
serverfarmingmgr.3	この度はタルティーン農場をご利用いただきありがとうございます。\n\nお貸しした畑は私どもが整理・回収いたしました。\n残念ながら、今回は収穫できる農作物がありませんでした。\n\nもし、耕作がまだ難しいと感じられるのならば\nいつでも私にご質問ください。\n\n{0} 様に耕作の楽しさを感じていただけますよう\n最大限のお手伝いをいたします。\n\nそれでは、次回もタルティーン農場の\nご利用をお待ちしております。\n\n今日も楽しいファンタジーライフをお送りください！
serverfarmingmgr.4	{0}年 {1}月 {2}日 {3}:{4}
serverfarmingmgr.5	{0} 収穫完了メッセージを送信中にエラーが発生しました。 {1} キャラクターの {2} 畑の売買した作物アイテムがありません。
serverfarmingmgr.6	{0} 満了メッセージを送信中にエラーが発生しました。 {1} キャラクターの {2} 畑の売買した作物アイテムがありません。
serverfashionshowmgr.1	ファッションコンテストに{0}番目の順序で参加する予定です。
serverfashionshowmgr.2	ファッションコンテストウォーキングパートで{0}点を獲得しました。
serverfashionshowmgr.3	おめでとうございます！
serverfashionshowmgr.4	ファッションコンテスト予選で{0}名中{1}位になり\n本選進出権を得ました。
serverfashionshowmgr.5	おめでとうございます！
serverfashionshowmgr.6	ファッションコンテスト本選で{0}名中1位になりました。
serverfashionshowmgr.7	大賞を受賞しました！
serverhouseestate.1	入札者リストから {0}を見つけられませんでした。
serverhouseinventory.1	誰かが座っているイスは取り出せません。
serverhouseinventory.2	誰かが座っているイスは方向を変えられません。
serverhouseinventory.3	誰かが座っているイスは買えません。
serverhouseinventory.4	サーバー終了中は、銀行直取引はできません。
serverhouseinventory.5	内側の壁にはかけられないアイテムです。
serverhouseinventory.6	外側の壁にはかけられないアイテムです。
serverhouseinventory.7	옷장 안에 옷이 들어있으면 옮길 수 없습니다.
serverhouseinventory.8	가방 안에 아이템이 들어있으면 옮길 수 없습니다.
serverhouseinventory.9	옷장에는 의류만 넣을 수 있습니다.
serverhouseinventory.10	옷장은 하나만 배치할 수 있습니다.
serverhouseinventory.11	유효 기간이 지난 옷장에는 옷을 넣을 수 없습니다.
serverhouseinventory.12	유효 기간이 지난 가방에는 아이템을 넣을 수 없습니다.
serverhouseinventory.13	사용할 수 있는 기간이 지났습니다.
serverhouseinventory.14	유효 기간이 지난 빈 옷장은 열 수 없습니다.
serverhouseinventory.15	アイテム取引が失敗しました。\nしばらくしてから再びお試しください。
serverhouseinventory.16	取引可能回数制限のあるアイテムは家に保管できません。
serveritemenhancemgr.1	ゴールドが足りません。
serveritemenhancemgr.2	同じアイテムを同時に何回も強化できません。
serveritemenhancemgr.3	特別改造できませんでした。
serveritemenhancemgr.4	{0}の {1}段階特別改造に成功しました。
serveritemenhancemgr.5	{0}の {1}段階特別改造に失敗しました。
serveritemenhancemgr.6	\nアイテムが破壊されました。
serveritemenhancemgr.7	\nアイテムの特別改造レベルが減少します : {0} -> {1}
serveritemenhancemgr.8	EHLV: {0} - {1}
serveritemenhancemgr.9	特別改造ができる種類のアイテムではありません。
serveritemenhancemgr.10	宝石改造が適用された武器のみ強化できます。
serveritemenhancemgr.11	最大耐久度が0のアイテムは強化できません。
serveritemenhancemgr.12	特別改造ができますが、着用できないアイテムです。
serveritemenhancemgr.13	さらに高い段階に改造できません。
serveritemenhancemgr.14	アイテムと改造石の組み合わせが合っていません。
serveritemenhancemgr.15	改造石のみ入れられます。
serveritemenhancemgr.16	さらに高い段階に改造できません。
serveritemenhancemgr.17	アイテムと改造石の組み合わせが合っていません。
serveritemenhancemgr.18	特別改造する武器を入れてください。
serveritemenhancemgr.19	改造石を入れてください。
serveritemenhancemgr.20	アイテムと改造石の組み合わせが合っていません。
serveritemenhancemgr.21	所持金が {0}ゴールド足りません。
serveritemenhancemgr.22	改造石
serveritemenhancemgr.23	タイプ {0}段階
serveritemenhancemgr.24	成功確率\n <color=7>{0}%</color>\n
serveritemenhancemgr.25	改造に失敗すると、武器が破壊されることがあります。\nそれでも改造しますか？
serveritemenhancemgr.26	\n改造に失敗すると、改造段階が下がることがあります。\nそれでも改造しますか？
serveritemenhancemgr.27	変換する
serveritemenhancemgr.28	改造する
serveritemenhancemgr.29	他の武器を着用中です。
serveritemenhancemgr.30	アイテム強化関連サーバーデータを再度読み込みます。
serveritemenhancemgr.31	指定ポケットのアイテムを指定段階に強化します。
serveritemenhancemgr.32	{0}ゴールド
serveritemenhancemgr.33	\n{0} {1}個
serveritemupgrademgr.1	発見されていない改造式のうちidが最も小さな改造式を発見します。
serveritemupgrademgr.2	発見されていない改造式のうちidが最も高い改造式を再び隠します。
serveritemupgrademgr.3	改造式発見に失敗しました。
serveritemupgrademgr.4	もう隠された改造式が存在しません。
serveritemupgrademgr.5	改造式 [{0}]{1}が発見されていない状態で転換されました。
serverjoustmgr.1	トーナメントゲームの生成に失敗しました。
serverjoustmgr.2	第{0}トーナメントへ移動するのに失敗しました。
serverpartyarena.1	レッド
serverpartyarena.2	ブルー
serverpartyarena.3	今回のラウンドは {0} チームの勝利です。
serverpartyarena.4	対戦が進行中のときはパーティーに加入できません。\n対戦が終わってから加入してください。
serverpartyarena.5	アリーナに入ると星は１個から始まります。
serverpartyarena.6	移動できない状態ではアリーナに入場できません。
serverpartyarena.7	パーティーに加入できません。
serverpartyarena.8	パーティーに加入するには {0} {1}個が必要です。\n
serverpartyarena.9	加入しますか?
serverpartyarena.10	加入できません。
serverpartyarena.11	すでにパーティーに加入した状態です。
serverpartyarena.12	対戦が進行中のときはパーティーに加入できません。\n対戦が終わってから加入してください。
serverroyalalchemistmgr.1	%x 該当キャラクターの王政錬金術師情報を読み込めません。
serverroyalalchemistscheduler.1	The Royal Alchemist selection process will take place shortly. We cordially invite all that are eligible to apply.
serverroyalalchemistselector.1	Sinead
serverroyalalchemistselector.2	Unfortunately {0}, you was not selected as a royal alchemist. Better luck next time.
serverroyalalchemistselector.3	I am pleased to write that, in the name of His Majesty Ethur Mac Cuill II, you, {0}, have been appointed a Royal Alchemist. Please report to me at Tara's Royal Castle. We expect you to actively fulfill your duties as a Royal Alchemist.
serverroyalalchemistselector.4	A royal alchemist has been selected. I look forward to active activities in the future.
servershipmgr.1	待機時間が終わり自分の番になった時、\n船着き場の近くにいないとイカダ製作依頼がキャンセルされます。\nイカダ製作依頼がキャンセルされると\n自動的に次の人の番となります。
servershipmgr.2	パーティーリーダーが船着き場の近くにいないため、イカダ製作依頼がキャンセルされました。
servershipmgr.3	イカダ作成が完了しました。急いでイカダにご搭乗下さい。
