ego.1	Soc
ego_male_sword.190	<face name='preach'/>私が本当にわからなくて聞いているんじゃ<br/>ないと思うのだが…。<p/>それとも私が精霊であるということさえ<br/>忘れてしまうほどの長い間、<br/>私を気にかけなかったか考えてみろ。|人が生きていくためには食事と水が必要なように<br/>精霊が生存するためには途切れることのない関心と知識が必要だ。<br/>そのような基本的なものさえ与えてくれないのなら<br/>精霊と契約する資格はない。|<face name='wrath'/>…興味ない。|<face name='preach'/>…私を売ってしまおうとでも思っているのか？<br/>最近あまりに面倒を見てくれないのでそうなのかと。|<face name='preach'/>…私を成長させる意思がないなら<br/>いっそ再び私を封印してしまうのはどうだ。<p/><face name='bad2'/>何の成長力も分け与えず<br/>このような雑談ばっかり交わそうとするのは<br/>剣の精霊として侮辱だ。
ego_male_sword.191	<face name='worry2'/>そのような話もいいが…<br/>最近私に知識をあげることに<br/>おろそかになっていると思わないか？<p/><face name='normal'/>別に難しいことはない。<br/>平凡なアイテムを吸収させるだけで<br/>いいことだから。<br/>それくらいは簡単にしてくれると信じている。|おまえは私に質問することが好きなんだな…<br/>私もおまえの期待に添いたいが<br/>おまえが私に知識を積ませるようしてくれないとそうもできない。<p/>私にこの世界のアイテムを渡してくれ。<br/>この世界で作られたアイテムひとつだけでも<br/>私は多くの知識を得ることができるから。<br/>おまえが投げた質問にはその後答えるようにする。|まだ私は知らないことが多い。<br/>もう少し知識が必要だ。<p/>おまえから何かもらわないと<br/>何にも得ることができないが…|聞くのはいいが…<br/>私もおまえに聞きたいことがいっぱいだ。<br/>しかし精霊はそのようには成長できない。<p/>おまえが私との会話を望むのなら<br/>私に知識を積める機会をくれ。<br/>いろいろなアイテムを持ってきて私にくれるだけでいい。<br/>そうすれば私もおまえと話をする興味が生まれるだろう。
ego_male_sword.192	今は別にそんな話をする気分じゃないから…<br/>今度にしないか？|質問もいいが、ちょっと違うことをしてみるのはどうかな。<br/>私にアイテムをあげて成長させるとか…|いつまでずっと会話だけするつもりなのか？<br/>…もちろん、嫌いというわけじゃないが…<br/>私もそろそろ新しい知識を手に入れたい。|…私は剣の精霊だ。<br/>話よりは行動するのが好きだ。<br/>だからそろそろほかの事をしてみるのはどうだ。|
ego_male_sword.193	わかっていると思うが、私の外見は実在するものではなく、<br/>私と契約を結んだ主人の頭の中にあるイメージを<br/>ただ具現化しているだけに過ぎない。<p/>無論、実体化スキルで見られる私の姿も同様…<br/>すべては想像の産物だということだ。<p/><face name='good'/>しかし力は…<br/>自然の偉大さがこめられている分、<br/>いつまでも強い力としてとどまり続けるだろう。
ego_male_sword.194	特別なスキルを得たいなら、まず私を成長させろ。<br/>まだ時が来ていないが<br/>いつか精霊実体化スキルを通じて<br/>限界を超える力とは何なのかを見せてやろう。
ego_male_sword.195	ちょうどこのような知識を得たかった。感謝する。<br/>ひとつの宝石が作られるまでに経験した忍苦の時間だけ<br/>今このアイテムは私の成長に大きな助けとなるだろう。
ego_male_sword.196	祝福の精霊リキュールで回復させてくれるのか。<br/>久々に祝福までかけてくれるとは、実に嬉しいことだな。
ego_male_sword.197	<button title='Conversation' keyword='@talk' /><button title='Give Item' keyword='@feed_item' /><button title='Repair' keyword='@repair' /><button title='Finished Conversation' keyword='@end' />
ego_male_sword.198	<button title='Conversation' keyword='@talk' /><button title='Give Item' keyword='@feed_item' /><button title='Repair' keyword='@repair' /><button title='Repair with Spirit Liqueur' keyword='@repair_holy' /><button title='End' keyword='@end' />
ego_male_sword.199	<face name='normal'/>本体の耐久はもともと{1}だが、今は{0}だ。<br/>祝福の精霊リキュールならば<br/>最大耐久力の半分を回復させ、祝福もかけられる。
ego_male_sword.200	<face name='normal'/>さすがは祝福の精霊リキュールだな。<br/>おかげで完全に耐久を回復した。<br/>これでしばらくは問題なく使えるだろう。<br/>そのうえ祝福までかかった。
ego_male_sword.201	<face name='normal'/>ふむ、再生に少々問題があったようだ…<br/>修理は終わったが、最大耐久が減った…。<br/>しかし祝福は有効なようだから、これから気をつけて使えばさして問題はない。
ego_male_wand.1	（動物とは会話できないようだ。）
ego_male_wand.2	{0}の{1}
ego_male_wand.3	'/>
ego_male_wand.4	<face name='bad1'/>あ…らら…？<p/><face name='bad1'/>ここはどこでしょう？ <br/>ボクはだれ？<p/><face name='normal'/>…あ、ボクのなまえは…{0}？<p/><face name='smile'/>ああっ！<br/>あなたがまさにボクを起こしてくれた方ですね？<p/><face name='normal'/>え？ なまえは…<username/>？<br/><username/>様…でしょうか？<p/><face name='good'/>ああ、お会いできて光栄です、<username/>様…！<br/>長い間、暗くて冷たい所の中で<br/>ずっと眠っていたんです。<p/><face name='sorry3'/>こうして久しぶりに外に出ると<br/>とても嬉しくて涙が出そうです。へへ…。<p/><face name='normal'/>あ、そうだ。ボクの紹介を全然してなかったね？<p/>ボクはワンドの精霊、{0}と申します。<br/>ふふ、このなまえは<username/>様がつけてくれたんでしょ？<br/>誰かなまえをつけてくれる人がいるというのは<br/>とっても気分がいいですね。<p/><username/>様はもう知っていらっしゃるかもしれないけど、<br/>ボクとはひとまず初めて会うんですから、<br/>精霊武器というものについて<br/>ちょっと説明致します。<p/>精霊武器はボクのような精霊が宿った武器…<br/>そして、宿っている精霊と一緒に<br/>成長する武器なんです。<p/>簡単に言うと、ボクがいっぱい成長すれば<br/>ボクが宿っているこのワンドも強くなり、<br/>ボクが弱くなるとか悲しくなる所のワンドも<br/>自動で弱くなっていきます。<p/>ボクを成長させるためには、いろいろな<br/>アイテムをくれればいいんだけど…<br/>どんなものをあげるとどんな面が成長するかは<br/><username/>様が直接知っていけばいいでしょう。<p/>それからワンドは他の武器とは違い<br/>魔法のための武器じゃないですか？<p/>なので、ボクの能力は攻撃力を<br/>あげるのではなく<br/>魔法をあげるものなんです。<p/>ボクが宿ったワンドと属性が同じ魔法を<br/>使われると、その魔法がワンドの能力くらい<br/>強くなります。ふふ、それもたぶん<br/>直接使ってみればすぐにわかるでしょう。<p/>まだ起きたばかりなのでわかる事はありませんが、<br/>今後いっぱいいっぱい学んで成長し<br/>必ず<username/>様の役に立ちます！<p/><face name='good'/>だからボクをたくさんたくさん利用して<br/>いっぱい成長させて下さい。いいでしょ？
